Yıl,İlçe,Kullanıcı Sınıfı,Kullanım Sınıfı,Tüketim Yapan Gaz Kullanıcı Sayısı (Sayaç-Adet),Düzeltilmiş Tüketim (m3)
2018,ARNAVUTKÖY,TİCARİ,ÜRETİM+KOMBİ,23,9329.37
2018,ARNAVUTKÖY,TİCARİ,OCAK+SOFBEN+KOMBI,2,256342.35
2018,ARNAVUTKÖY,TİCARİ,KOMBİ,96,10722.92
2018,ARNAVUTKÖY,TİCARİ,SOBA,24,4749.46
2018,ARNAVUTKÖY,TİCARİ,OCAK+ŞOFBEN+SOBA+YAKICI CİHAZ,1,7340.1
2018,ARNAVUTKÖY,TİCARİ,OCAK+ŞOFBEN+KOMBİ+YAKICI CİHAZ,2,932393.83
2018,ARNAVUTKÖY,TİCARİ,MERKEZİ ISINMA,25,186093.74
2018,ARNAVUTKÖY,TİCARİ,ÜRETİM+MERKEZİ ISINM,15,8472.07
2018,ARNAVUTKÖY,TİCARİ,ÜRETİM+SOBA,9,18521.13
2018,ARNAVUTKÖY,TİCARİ,ŞOFBEN+KOMBİ+SOBA,1,3679.08
2018,ARNAVUTKÖY,TİCARİ,OCAK+SOBA+ŞOFBEN,4,760.62
2018,ARNAVUTKÖY,TİCARİ,ŞOFBEN+KOMBİ+KAZAN+YAKICI CİHAZ,1,783.02
2018,ARNAVUTKÖY,TİCARİ,OCAK+SOBA+YAKICI CİHAZ,2,94045.76
2018,ARNAVUTKÖY,TİCARİ,KOMBİ+KAZAN+YAKICI CİHAZ,1,110162.27
2018,ARNAVUTKÖY,TİCARİ,ÜRETİM+OCAK,25,2903.89
2018,ARNAVUTKÖY,TİCARİ,SOBA+KOMBİ+YAKICI CİHAZ,1,12251.14
2018,ARNAVUTKÖY,TİCARİ,OCAK+SOBA+KOMBİ,14,357.92
2018,ARNAVUTKÖY,TİCARİ,MRKZ ISNMA+OCAK+SOBA,1,3530.01
2018,ARNAVUTKÖY,TİCARİ,ŞOFBEN+KOMBİ+YAKICI CİHAZ,1,67.93
2018,ARNAVUTKÖY,TİCARİ,OCAK+ŞOFBEN,2,56597.04
2018,ARNAVUTKÖY,TİCARİ,ŞOFBEN+YAKICI CİHAZ,6,715491.89
2018,ARNAVUTKÖY,TİCARİ,OCAK+KOMBİ,456,4192.56
2018,ARNAVUTKÖY,TİCARİ,ŞOFBEN+SOBA+KOMBİ,2,55734.8
2018,ARNAVUTKÖY,TİCARİ,MERKEZİ ISINMA+OCAK,11,9046.5
2018,ARNAVUTKÖY,TİCARİ,ÜRETİM+OCAK+ŞOFBEN,3,174785.27
2018,ARNAVUTKÖY,TİCARİ,OCAK,40,335731.63
2018,ARNAVUTKÖY,TİCARİ,ÜRETİM,25,43903.87
2018,ARNAVUTKÖY,TİCARİ (ÜRETİM),OCAK+ŞOFBEN+KAZAN+YAKICI CİHAZ,2,24604.37
2018,ARNAVUTKÖY,TİCARİ (ÜRETİM),OCAK+ŞOFBEN,3,63338.01
2018,ARNAVUTKÖY,TİCARİ (ÜRETİM),OCAK+KAZAN+YAKICI CİHAZ,4,26168.92
2018,ARNAVUTKÖY,TİCARİ (ÜRETİM),SOBA+KOMBİ+YAKICI CİHAZ,3,11103.18
2018,ARNAVUTKÖY,TİCARİ (ÜRETİM),OCAK+ŞOFBEN+KOMBİ+YAKICI CİHAZ,2,196104.61
2018,ARNAVUTKÖY,TİCARİ (ÜRETİM),OCAK,31,17036.6
2018,ARNAVUTKÖY,TİCARİ (ÜRETİM),OCAK+KOMBİ+KAZAN+YAKICI CİHAZ,2,92230.5
2018,ARNAVUTKÖY,TİCARİ (ÜRETİM),ŞOFBEN+YAKICI CİHAZ,20,654.42
2018,ARNAVUTKÖY,TİCARİ (ÜRETİM),OCAK+SOBA+ŞOFBEN,1,197046.74
2018,ARNAVUTKÖY,TİCARİ (ÜRETİM),MERKEZİ ISINMA,8,112407.47
2018,ARNAVUTKÖY,TİCARİ (ÜRETİM),KOMBİ+KAZAN,2,115277.28
2018,ARNAVUTKÖY,TİCARİ (ÜRETİM),KOMBİ+KAZAN+YAKICI CİHAZ,2,17400.88
2018,ARNAVUTKÖY,TİCARİ (ÜRETİM),OCAK+ŞOFBEN+SOBA+YAKICI CİHAZ,2,61652.47
2018,ARNAVUTKÖY,TİCARİ (ÜRETİM),ÜRETİM+SOBA,48,540949.6
2018,ARNAVUTKÖY,TİCARİ (ÜRETİM),OCAK+KOMBİ,78,267570.77
2018,ARNAVUTKÖY,TİCARİ (ÜRETİM),MERKEZİ ISINMA+OCAK,2,11293.54
2018,ARNAVUTKÖY,TİCARİ (ÜRETİM),ŞOFBEN+KOMBİ+SOBA,3,1408212.76
2018,ARNAVUTKÖY,TİCARİ (ÜRETİM),ÜRETİM+KOMBİ,142,22951.51
2018,ARNAVUTKÖY,TİCARİ (ÜRETİM),OCAK+ŞOFBEN+KOMBİ+KAZAN,1,5566408.52
2018,ARNAVUTKÖY,TİCARİ (ÜRETİM),ÜRETİM+MERKEZİ ISINM,100,2637.56
2018,ARNAVUTKÖY,TİCARİ (ÜRETİM),OCAK+SOBA+YAKICI CİHAZ,3,8507.35
2018,ARNAVUTKÖY,TİCARİ (ÜRETİM),OCAK+SOBA+KOMBİ,6,48668.58
2018,ARNAVUTKÖY,TİCARİ (ÜRETİM),MERKEZİ ISINMA+BOYLE,1,1723.74
2018,ARNAVUTKÖY,TİCARİ (ÜRETİM),SOBA,5,63685.13
2018,ARNAVUTKÖY,TİCARİ (ÜRETİM),MRKZ ISNMA+OCAK+KOMBI,1,21146.32
2018,ARNAVUTKÖY,TİCARİ (ÜRETİM),OCAK+SOBA,23,6224311.03
2018,ARNAVUTKÖY,TİCARİ (ÜRETİM),ÜRETİM,202,141098.79
2018,ARNAVUTKÖY,TİCARİ (ÜRETİM),OCAK+SOBA+KOMBİ+YAKICI CİHAZ,3,5556.13
2018,ARNAVUTKÖY,TİCARİ (ÜRETİM),MERKEZ ISNMA+OCAK+ŞOFBEN,1,868629.67
2018,ARNAVUTKÖY,TİCARİ (ÜRETİM),ÜRETİM+KOMBİ+SOBA,51,375158.85
2018,ARNAVUTKÖY,TİCARİ (ÜRETİM),ÜRETİM+OCAK,83,2549.65
2018,ARNAVUTKÖY,TİCARİ (ÜRETİM),ŞOFBEN+KOMBİ,1,1572.06
2018,ARNAVUTKÖY,TİCARİ (ÜRETİM),OCAK+SOBA+KAZAN+YAKICI CİHAZ,2,78438.3
2018,ARNAVUTKÖY,TİCARİ (ÜRETİM),ÜRETİM+OCAK+ŞOFBEN,16,28787.07
2018,ARNAVUTKÖY,TİCARİ (ÜRETİM),ŞOFBEN+SOBA+KOMBİ,5,111848.65
2018,ARNAVUTKÖY,TİCARİ (ÜRETİM),KOMBİ,29,88866.49
2018,ARNAVUTKÖY,ÖZEL EĞİTİM KURUMLARI,MERKEZİ ISINMA,2,328.44
2018,ARNAVUTKÖY,ÖZEL EĞİTİM KURUMLARI,OCAK+KOMBİ,1,39872.84
2018,ARNAVUTKÖY,ÖZEL EĞİTİM KURUMLARI,ÜRETİM+KOMBİ,1,14992.01
2018,ARNAVUTKÖY,ÖZEL EĞİTİM KURUMLARI,ÜRETİM+MERKEZİ ISINM,2,0.0
2018,ARNAVUTKÖY,ÖZEL EĞİTİM KURUMLARI,MERKEZİ ISINMA+OCAK,1,10.42
2018,ARNAVUTKÖY,ÖZEL EĞİTİM KURUMLARI,ÜRETİM,1,44565.08
2018,ARNAVUTKÖY,ÖZEL EĞİTİM KURUMLARI,KOMBİ,6,585.24
2018,ARNAVUTKÖY,İBADETHANE,OCAK+SOBA,2,162.42
2018,ARNAVUTKÖY,İBADETHANE,OCAK+SOBA+KOMBİ+YAKICI CİHAZ,1,159.03
2018,ARNAVUTKÖY,İBADETHANE,ŞOFBEN+KOMBİ+KAZAN+YAKICI CİHAZ,1,642.47
2018,ARNAVUTKÖY,İBADETHANE,OCAK+SOBA+KOMBİ,1,1323.48
2018,ARNAVUTKÖY,İBADETHANE,SOBA,2,680.49
2018,ARNAVUTKÖY,İBADETHANE,ÜRETİM+KOMBİ,2,12178.97
2018,ARNAVUTKÖY,İBADETHANE,KOMBİ,9,53.99
2018,ARNAVUTKÖY,İBADETHANE,OCAK,1,3505.82
2018,ARNAVUTKÖY,İBADETHANE,ÜRETİM,1,10433.23
2018,ARNAVUTKÖY,İBADETHANE,MERKEZİ ISINMA,1,15908.77
2018,ARNAVUTKÖY,İBADETHANE,ÜRETİM+MERKEZİ ISINM,3,25616.38
2018,ARNAVUTKÖY,İBADETHANE,OCAK+KOMBİ,8,1802.95
2018,ARNAVUTKÖY,İBADETHANE,KOMBİ+KAZAN,1,490301.55
2018,ATAŞEHİR,ELEKTRİK ÜRETİM TESİSLERİ,ÜRETİM,1,1294117.37
2018,ATAŞEHİR,ELEKTRİK ÜRETİM TESİSLERİ,ÜRETİM+MERKEZİ ISINM,1,25124.74
2018,ATAŞEHİR,HAYIR KURUMU VE MÜZE,KOMBİ+KAZAN,1,729.61
2018,ATAŞEHİR,HAYIR KURUMU VE MÜZE,ÜRETİM+KOMBİ,1,11645.65
2018,ATAŞEHİR,HAYIR KURUMU VE MÜZE,OCAK+KOMBİ,9,5922.26
2018,ATAŞEHİR,HAYIR KURUMU VE MÜZE,KOMBİ,3,16310.78
2018,ATAŞEHİR,HAYIR KURUMU VE MÜZE,ÜRETİM+SOBA,1,8092.84
2018,ATAŞEHİR,HAYIR KURUMU VE MÜZE,ÜRETİM+MERKEZİ ISINM,1,2900.63
2018,ATAŞEHİR,HAYIR KURUMU VE MÜZE,ÜRETİM,2,304.42
2018,ATAŞEHİR,MESKEN,OCAK+ŞOFBEN+SOBA+KOMBİ+KAZAN,1,766108.23
2018,ATAŞEHİR,MESKEN,MERKEZİ ISINMA+BOYLE,11,23163.24
2018,ATAŞEHİR,MESKEN,ÜRETİM,1,44439.12
2018,ATAŞEHİR,MESKEN,ŞOFBEN,1,93.61
2018,ATAŞEHİR,MESKEN,OCAK+SOFBEN+SOBA+KZN,1,560.14
2018,ATAŞEHİR,MESKEN,MRKZ ISNMA+OCAK+SOBA,3,632678.05
2018,ATAŞEHİR,MESKEN,MERKEZİ ISINMA+OCAK,8,878740.85
2018,ATAŞEHİR,MESKEN,KOMBİ,830,4505.96
2018,ATAŞEHİR,MESKEN,ÜRETİM+MERKEZİ ISINM,1,2990.11
2018,ATAŞEHİR,MESKEN,ŞOFBEN+YAKICI CİHAZ,1,7075.22
2018,ATAŞEHİR,MESKEN,SOBA,9,2492.88
2018,ATAŞEHİR,MESKEN,ÜRETİM+KOMBİ,1,747.46
2018,ATAŞEHİR,MESKEN,ŞOFBEN+SOBA,1,270527.59
2018,ATAŞEHİR,MESKEN,OCAK+SOBA+KOMBİ,309,588861.59
2018,ATAŞEHİR,MESKEN,OCAK+SOBA,1,101584.34
2018,ATAŞEHİR,MESKEN,OCAK+SOBA+ŞOFBEN,145,49738.67
2018,ATAŞEHİR,MESKEN,OCAK+ŞOFBEN,98,101179955.62
2018,ATAŞEHİR,MESKEN,OCAK+KOMBİ,119,27517976.11
2018,ATAŞEHİR,MESKEN,MERKEZİ ISINMA,330,1220.85
2018,ATAŞEHİR,MESKEN,ÜRETİM+KOMBİ+SOBA,1,88692.9
2018,ATAŞEHİR,MESKEN,OCAK,193,45.4
2018,ATAŞEHİR,MESKEN,OCAK+SOBA+KOMBİ+KAZAN,1,50765.96
2018,ATAŞEHİR,MESKEN,ŞOFBEN+KAZAN,34,246963.19
2018,ATAŞEHİR,MESKEN,KASKAT KOMBİ,11,917725.78
2018,ATAŞEHİR,MESKEN,MERKEZ ISNMA+OCAK+ŞOFBEN,5,6604.07
2018,ATAŞEHİR,MESKEN,ŞOFBEN+KOMBİ+KAZAN+YAKICI CİHAZ,8,97499.02
2018,ATAŞEHİR,MESKEN,MRKZ ISNMA+OCAK+KOMBI,777,2052.72
2018,ATAŞEHİR,MESKEN,OCAK+SOBA+KOMBİ+ŞOFB,2,247465.77
2018,ATAŞEHİR,RESMİ EĞİTİM KURUMLALARI,ÜRETİM+KOMBİ,11,1906.62
2018,ATAŞEHİR,RESMİ EĞİTİM KURUMLALARI,OCAK,3,15959.28
2018,ATAŞEHİR,RESMİ EĞİTİM KURUMLALARI,KOMBİ,1,37212.46
2018,ATAŞEHİR,RESMİ EĞİTİM KURUMLALARI,OCAK+KAZAN+YAKICI CİHAZ,1,79907.96
2018,ATAŞEHİR,RESMİ EĞİTİM KURUMLALARI,ÜRETİM+MERKEZİ ISINM,4,11998.19
2018,ATAŞEHİR,RESMİ EĞİTİM KURUMLALARI,MERKEZİ ISINMA+OCAK,1,446544.86
2018,ATAŞEHİR,RESMİ EĞİTİM KURUMLALARI,MERKEZİ ISINMA,17,39175.35
2018,ATAŞEHİR,RESMİ EĞİTİM KURUMLALARI,MERKEZ ISNMA+OCAK+ŞOFBEN,2,162672.4
2018,ATAŞEHİR,RESMİ EĞİTİM KURUMLALARI,ÜRETİM+SOBA,5,41512.8
2018,ATAŞEHİR,RESMİ EĞİTİM KURUMLALARI,OCAK+KOMBİ,6,43171.11
2018,ATAŞEHİR,RESMİ EĞİTİM KURUMLALARI,MRKZ ISNMA+OCAK+KOMBI,1,316154.21
2018,ATAŞEHİR,RESMİ EĞİTİM KURUMLALARI,ÜRETİM,19,132769.84
2018,ATAŞEHİR,RESMİ EĞİTİM KURUMLALARI,ÜRETİM+OCAK,7,89939.82
2018,ATAŞEHİR,RESMİ KURUM,OCAK,5,1003.01
2018,ATAŞEHİR,RESMİ KURUM,OCAK+SOFBEN+KOMBI,1,77675.45
2018,ATAŞEHİR,RESMİ KURUM,ÜRETİM+MERKEZİ ISINM,7,264134.86
2018,ATAŞEHİR,RESMİ KURUM,ÜRETİM+KOMBİ,14,87341.49
2018,ATAŞEHİR,RESMİ KURUM,ÜRETİM,8,163494.93
2018,ATAŞEHİR,RESMİ KURUM,KOMBİ+KAZAN+YAKICI CİHAZ,1,403229.65
2018,ATAŞEHİR,RESMİ KURUM,MERKEZİ ISINMA,18,116472.33
2018,ATAŞEHİR,RESMİ KURUM,ÜRETİM+OCAK,2,21514.43
2018,ATAŞEHİR,RESMİ KURUM,MERKEZİ ISINMA+OCAK,3,188789.52
2018,ATAŞEHİR,RESMİ KURUM,OCAK+KOMBİ,92,946256.72
2018,ATAŞEHİR,RESMİ KURUM,ÜRETİM+SOBA,4,1857.59
2018,ATAŞEHİR,RESMİ KURUM,ÜRETİM+KOMBİ+SOBA,2,178457.28
2018,ATAŞEHİR,RESMİ KURUM,KOMBİ,36,309115.72
2018,ATAŞEHİR,SANAYİ TESİSLERİ,MERKEZİ ISINMA,1,761373.67
2018,ATAŞEHİR,SANAYİ TESİSLERİ,ÜRETİM,2,7442.07
2018,ATAŞEHİR,SAĞLIK KURUMLARI (RESMİ),OCAK+KOMBİ,6,14045.99
2018,ATAŞEHİR,SAĞLIK KURUMLARI (RESMİ),ÜRETİM+OCAK,1,398.19
2018,ATAŞEHİR,SAĞLIK KURUMLARI (RESMİ),OCAK,1,8303.18
2018,ATAŞEHİR,SAĞLIK KURUMLARI (RESMİ),ÜRETİM+KOMBİ,1,2504.81
2018,ATAŞEHİR,SAĞLIK KURUMLARI (RESMİ),ÜRETİM+KOMBİ+SOBA,1,295.2
2018,ATAŞEHİR,SAĞLIK KURUMLARI (RESMİ),ÜRETİM,1,167944.2
2018,ATAŞEHİR,SAĞLIK KURUMLARI (RESMİ),ÜRETİM+MERKEZİ ISINM,1,651800.66
2018,ATAŞEHİR,SAĞLIK KURUMLARI (RESMİ),KOMBİ,2,41861.24
2018,ATAŞEHİR,SAĞLIK KURUMLARI (ÖZEL),OCAK+KOMBİ,6,3708.38
2018,ATAŞEHİR,SAĞLIK KURUMLARI (ÖZEL),ÜRETİM+OCAK,1,251788.6
2018,ATAŞEHİR,SAĞLIK KURUMLARI (ÖZEL),ÜRETİM+MERKEZİ ISINM,1,297663.43
2018,ATAŞEHİR,SAĞLIK KURUMLARI (ÖZEL),MERKEZİ ISINMA,2,35128.81
2018,ATAŞEHİR,SAĞLIK KURUMLARI (ÖZEL),ÜRETİM+SOBA,1,27180.19
2018,ATAŞEHİR,SAĞLIK KURUMLARI (ÖZEL),ÜRETİM,4,453461.85
2018,ATAŞEHİR,SAĞLIK KURUMLARI (ÖZEL),ÜRETİM+KOMBİ,4,8084.3
2018,ATAŞEHİR,SAĞLIK KURUMLARI (ÖZEL),KOMBİ,3,1114095.36
2018,ATAŞEHİR,TİCARİ,ÜRETİM+MERKEZİ ISINM,37,4775.89
2018,ATAŞEHİR,TİCARİ,OCAK+SOBA+KOMBİ,5,14112.97
2018,ATAŞEHİR,TİCARİ,MERKEZ ISNMA+OCAK+ŞOFBEN,20,34016.13
2018,ATAŞEHİR,TİCARİ,KOMBİ+KAZAN,2,20075.71
2018,ATAŞEHİR,TİCARİ,SOBA+KOMBİ+YAKICI CİHAZ,1,1210413.13
2018,ATAŞEHİR,TİCARİ,ÜRETİM,109,5953.68
2018,ATAŞEHİR,TİCARİ,ŞOFBEN+KOMBİ,2,16827.61
2018,ATAŞEHİR,TİCARİ,OCAK+SOFBEN+KOMBI,4,209.08
2018,ATAŞEHİR,TİCARİ,MRKZ ISNMA+OCAK+KOMBI,3,236208.18
2018,ATAŞEHİR,TİCARİ,ÜRETİM+KOMBİ+SOBA,77,3759220.97
2018,ATAŞEHİR,TİCARİ,OCAK+KOMBİ,3,51720.34
2018,ATAŞEHİR,TİCARİ,OCAK+SOBA,73,1338.73
2018,ATAŞEHİR,TİCARİ,ŞOFBEN+KOMBİ+KAZAN+YAKICI CİHAZ,2,3608.34
2018,ATAŞEHİR,TİCARİ,ÜRETİM+OCAK+ŞOFBEN,3,2113.72
2018,ATAŞEHİR,TİCARİ,ŞOFBEN,8,568747.62
2018,ATAŞEHİR,TİCARİ,ÜRETİM+SOBA,35,1986652.22
2018,ATAŞEHİR,TİCARİ,KOMBİ,976,332.26
2018,ATAŞEHİR,TİCARİ,OCAK+KAZAN+YAKICI CİHAZ,1,425585.22
2018,ATAŞEHİR,TİCARİ,ÜRETİM+KOMBİ,69,2239.23
2018,ATAŞEHİR,TİCARİ,KOMBİ+KAZAN+YAKICI CİHAZ,1,79660.67
2018,ATAŞEHİR,TİCARİ,ŞOFBEN+YAKICI CİHAZ,12,146186.37
2018,ATAŞEHİR,TİCARİ,ÜRETİM+OCAK,29,331474.45
2018,ATAŞEHİR,TİCARİ,OCAK,125,41075.54
2018,ATAŞEHİR,TİCARİ,OCAK+ŞOFBEN,23,14355.48
2018,ATAŞEHİR,TİCARİ,OCAK+ŞOFBEN+KAZAN+YAKICI CİHAZ,1,58830.44
2018,ATAŞEHİR,TİCARİ,SOBA,33,122746.88
2018,ATAŞEHİR,TİCARİ,MERKEZİ ISINMA+OCAK,78,3450429.71
2018,ATAŞEHİR,TİCARİ,MERKEZİ ISINMA,55,2269.78
2018,ATAŞEHİR,TİCARİ,OCAK+ŞOFBEN+KOMBİ+YAKICI CİHAZ,1,22340.31
2018,ATAŞEHİR,TİCARİ,ŞOFBEN+KOMBİ+SOBA,1,329073.1
2018,ATAŞEHİR,TİCARİ (ÜRETİM),ÜRETİM+OCAK+ŞOFBEN,39,26495.61
2018,ATAŞEHİR,TİCARİ (ÜRETİM),MERKEZİ ISINMA+BOYLE,1,557313.0
2018,ATAŞEHİR,TİCARİ (ÜRETİM),OCAK,129,115567.72
2018,ATAŞEHİR,TİCARİ (ÜRETİM),MERKEZİ ISINMA+OCAK,9,847496.98
2018,ATAŞEHİR,TİCARİ (ÜRETİM),ÜRETİM+OCAK,134,126597.22
2018,ATAŞEHİR,TİCARİ (ÜRETİM),ÜRETİM+SOBA,9,8132.05
2018,ATAŞEHİR,TİCARİ (ÜRETİM),OCAK+KAZAN+YAKICI CİHAZ,2,1476.8
2018,ATAŞEHİR,TİCARİ (ÜRETİM),ŞOFBEN,3,70666.25
2018,ATAŞEHİR,TİCARİ (ÜRETİM),ŞOFBEN+KOMBİ+SOBA,3,2718765.11
2018,ATAŞEHİR,TİCARİ (ÜRETİM),ÜRETİM+MERKEZİ ISINM,57,5237.87
2018,ATAŞEHİR,TİCARİ (ÜRETİM),ŞOFBEN+KOMBİ+YAKICI CİHAZ,1,618425.8
2018,ATAŞEHİR,TİCARİ (ÜRETİM),KOMBİ,147,34634.83
2018,ATAŞEHİR,TİCARİ (ÜRETİM),OCAK+SOBA+KOMBİ+YAKICI CİHAZ,1,40560.1
2018,ATAŞEHİR,TİCARİ (ÜRETİM),MERKEZ ISNMA+OCAK+ŞOFBEN,1,254113.36
2018,ATAŞEHİR,TİCARİ (ÜRETİM),ŞOFBEN+YAKICI CİHAZ,45,10598.24
2018,ATAŞEHİR,TİCARİ (ÜRETİM),OCAK+KOMBİ+KAZAN+YAKICI CİHAZ,1,5908784.63
2018,ATAŞEHİR,TİCARİ (ÜRETİM),ÜRETİM,485,23356.64
2018,ATAŞEHİR,TİCARİ (ÜRETİM),OCAK+SOBA+YAKICI CİHAZ,2,1549689.42
2018,ATAŞEHİR,TİCARİ (ÜRETİM),MERKEZİ ISINMA,36,862994.94
2018,ATAŞEHİR,TİCARİ (ÜRETİM),ÜRETİM+KOMBİ+SOBA,116,44662.85
2018,ATAŞEHİR,TİCARİ (ÜRETİM),SOBA,8,194960.68
2018,ATAŞEHİR,TİCARİ (ÜRETİM),OCAK+ŞOFBEN,31,2723823.12
2018,ATAŞEHİR,TİCARİ (ÜRETİM),ÜRETİM+KOMBİ,265,32324.65
2018,ATAŞEHİR,TİCARİ (ÜRETİM),OCAK+ŞOFBEN+KOMBİ+YAKICI CİHAZ,6,1149447.81
2018,ATAŞEHİR,TİCARİ (ÜRETİM),OCAK+KOMBİ,338,1230.65
2018,ATAŞEHİR,TİCARİ (ÜRETİM),ŞOFBEN+SOBA+KOMBİ,1,3379.87
2018,ATAŞEHİR,TİCARİ (ÜRETİM),OCAK+SOBA+KOMBİ,2,13709.18
2018,ATAŞEHİR,TİCARİ (ÜRETİM),OCAK+SOBA,9,209312.1
2018,ATAŞEHİR,ÖZEL EĞİTİM KURUMLARI,ÜRETİM,6,55716.25
2018,ATAŞEHİR,ÖZEL EĞİTİM KURUMLARI,ÜRETİM+KOMBİ,5,21735.94
2018,ATAŞEHİR,ÖZEL EĞİTİM KURUMLARI,OCAK+KAZAN+YAKICI CİHAZ,1,19874.63
2018,ATAŞEHİR,ÖZEL EĞİTİM KURUMLARI,OCAK,2,32136.66
2018,ATAŞEHİR,ÖZEL EĞİTİM KURUMLARI,ÜRETİM+OCAK,1,17893.57
2018,ATAŞEHİR,ÖZEL EĞİTİM KURUMLARI,KOMBİ+KAZAN,1,19224.26
2018,ATAŞEHİR,ÖZEL EĞİTİM KURUMLARI,OCAK+KOMBİ,9,12863.24
2018,ATAŞEHİR,ÖZEL EĞİTİM KURUMLARI,KOMBİ,8,792.46
2018,ATAŞEHİR,ÖZEL EĞİTİM KURUMLARI,MERKEZİ ISINMA+OCAK,2,772493.44
2018,ATAŞEHİR,ÖZEL EĞİTİM KURUMLARI,ÜRETİM+MERKEZİ ISINM,9,23459.4
2018,ATAŞEHİR,ÖZEL EĞİTİM KURUMLARI,ÜRETİM+SOBA,1,514292.78
2018,ATAŞEHİR,ÖZEL EĞİTİM KURUMLARI,MERKEZİ ISINMA,5,956.12
2018,ATAŞEHİR,İBADETHANE,SOBA,1,64015.19
2018,ATAŞEHİR,İBADETHANE,KOMBİ,25,954.24
2018,ATAŞEHİR,İBADETHANE,ÜRETİM+KOMBİ+SOBA,2,845.91
2018,ATAŞEHİR,İBADETHANE,ÜRETİM+OCAK,1,24366.92
2018,ATAŞEHİR,İBADETHANE,MERKEZİ ISINMA,9,1468.43
2018,ATAŞEHİR,İBADETHANE,ÜRETİM+SOBA,2,1627.3
2018,ATAŞEHİR,İBADETHANE,ÜRETİM+KOMBİ,2,2788.43
2018,ATAŞEHİR,İBADETHANE,OCAK,1,1183.39
2018,ATAŞEHİR,İBADETHANE,OCAK+SOBA+KOMBİ,1,52763.23
2018,ATAŞEHİR,İBADETHANE,OCAK+KOMBİ,10,397236.76
2018,AVCILAR,ELEKTRİK ÜRETİM TESİSLERİ,MERKEZİ ISINMA,1,1195.45
2018,AVCILAR,HAYIR KURUMU VE MÜZE,OCAK+SOBA,2,14564.32
2018,AVCILAR,HAYIR KURUMU VE MÜZE,OCAK+KAZAN+YAKICI CİHAZ,1,12307.57
2018,AVCILAR,HAYIR KURUMU VE MÜZE,OCAK+KOMBİ,13,70613.9
2018,AVCILAR,HAYIR KURUMU VE MÜZE,ÜRETİM+MERKEZİ ISINM,5,11337.36
2018,AVCILAR,HAYIR KURUMU VE MÜZE,KOMBİ,5,2957.34
2018,AVCILAR,HAYIR KURUMU VE MÜZE,ÜRETİM+KOMBİ,2,540.84
2018,AVCILAR,HAYIR KURUMU VE MÜZE,ÜRETİM+KOMBİ+SOBA,1,42979.56
2018,AVCILAR,HAYIR KURUMU VE MÜZE,ÜRETİM,3,11818.96
2018,AVCILAR,HAYIR KURUMU VE MÜZE,MERKEZİ ISINMA,1,3715.4
2018,AVCILAR,HAYIR KURUMU VE MÜZE,OCAK+ŞOFBEN,1,4489.15
2018,AVCILAR,MESKEN,KASKAT KOMBİ + OCAK,3,5937.87
2018,AVCILAR,MESKEN,ŞOFBEN+KOMBİ+KAZAN+YAKICI CİHAZ,7,2440.63
2018,AVCILAR,MESKEN,ŞOFBEN+SOBA,4,6602.05
2018,AVCILAR,MESKEN,OCAK+SOFBEN+KOMBI,9,801562.35
2018,AVCILAR,MESKEN,MERKEZİ ISINMA+BOYLE,18,193.77
2018,AVCILAR,MESKEN,MRKZ ISNMA+OCAK+SOBA,1,77101.66
2018,AVCILAR,MESKEN,KASKAT KOMBİ,9,51798.02
2018,AVCILAR,MESKEN,OCAK,139,11735.97
2018,AVCILAR,MESKEN,SOBA,19,173.73
2018,AVCILAR,MESKEN,OCAK+SOFBEN+SOBA+KZN,1,16208.87
2018,AVCILAR,MESKEN,ÜRETİM,2,1472.75
2018,AVCILAR,MESKEN,OCAK+SOBA+KOMBİ+ŞOFB,1,11277378.22
2018,AVCILAR,MESKEN,OCAK+SOBA+KOMBİ,13,296947.13
2018,AVCILAR,MESKEN,MERKEZİ ISINMA+OCAK,5,90321674.95
2018,AVCILAR,MESKEN,OCAK+KOMBİ,108,3.05
2018,AVCILAR,MESKEN,ÜRETİM+OCAK,1,231705.0
2018,AVCILAR,MESKEN,KOMBİ,241,24307.52
2018,AVCILAR,MESKEN,OCAK+ŞOFBEN,36,8111505.41
2018,AVCILAR,MESKEN,MERKEZİ ISINMA,176,148930.17
2018,AVCILAR,MESKEN,OCAK+SOBA+ŞOFBEN,246,66210.58
2018,AVCILAR,MESKEN,MRKZ ISNMA+OCAK+KOMBI,229,153268.85
2018,AVCILAR,MESKEN,MERKEZ ISNMA+OCAK+ŞOFBEN,670,1893124.4
2018,AVCILAR,MESKEN,OCAK+SOBA,3,33636.55
2018,AVCILAR,RESMİ EĞİTİM KURUMLALARI,OCAK,2,24546.53
2018,AVCILAR,RESMİ EĞİTİM KURUMLALARI,KOMBİ,4,28698.49
2018,AVCILAR,RESMİ EĞİTİM KURUMLALARI,MRKZ ISNMA+OCAK+KOMBI,2,466280.28
2018,AVCILAR,RESMİ EĞİTİM KURUMLALARI,MERKEZİ ISINMA,24,130649.87
2018,AVCILAR,RESMİ EĞİTİM KURUMLALARI,ÜRETİM+SOBA,5,30016.94
2018,AVCILAR,RESMİ EĞİTİM KURUMLALARI,OCAK+KOMBİ,6,154597.11
2018,AVCILAR,RESMİ EĞİTİM KURUMLALARI,MERKEZİ ISINMA+OCAK,8,113431.86
